State,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
Aug-13,7.2,7,7.8,7.1,8.9,6.7,7.9,6.5,7.4,8,4.7,6.9,9.1,7.3,4.7,5.3,8,6.4,6.6,6.5,6.7,8.8,5,8.5,6.8,5.3,3.7,9.8,5.2,6.9,7.8,7.3,2.9,7.6,5.1,7.6,7,9.6,7.2,3.7,7.7,6.3,4.2,4.4,5.6,6.7,6.6,6.6,4.6,14.3
Sep-13,7.2,7,7.7,7,8.8,6.5,7.8,6.3,7.3,7.9,4.7,6.9,9,7.1,4.6,5.2,7.9,6.2,6.5,6.4,6.6,8.6,4.9,8.4,6.7,5.3,3.6,9.6,5.1,6.9,7.6,6.7,2.8,7.5,5.1,7.4,6.9,9.5,7,3.6,7.6,6.2,4.1,4.3,5.5,6.6,6.6,6.5,4.6,14.5
Oct-13,7.2,7,7.6,6.9,8.6,6.4,7.6,6.2,7.2,7.8,4.7,6.8,8.8,6.9,4.5,5.1,7.8,6,6.4,6.3,6.5,8.5,4.8,8.3,6.6,5.2,3.5,9.4,5.1,6.9,7.5,6.6,2.8,7.3,5.1,7.3,6.8,9.4,6.8,3.6,7.4,6.1,4,4.3,5.5,6.5,6.7,6.4,4.6,14.8
Nov-13,7.2,6.9,7.5,6.7,8.5,6.2,7.5,6.1,7.1,7.7,4.7,6.4,8.7,6.7,4.5,5,7.7,5.9,6.3,6.2,6.4,8.4,4.8,8.2,6.6,5.1,3.5,9.3,5,6.9,7.3,6.5,2.8,7.1,5,7.2,6.7,9.3,6.5,3.5,7.3,6,4,4.2,5.4,6.4,6.7,6.3,4.6,14.9
Dec-13,7.2,6.9,7.4,6.6,8.4,6.1,7.4,6.1,7,7.6,4.6,6,8.6,6.5,4.5,4.9,7.6,5.7,6.2,6.1,6.3,8.2,4.7,8.1,6.6,5,3.5,9.1,4.9,6.8,7.1,6.4,2.8,6.9,5,7.2,6.6,9.1,6.3,3.5,7.1,5.8,3.9,4.1,5.4,6.3,6.7,6.1,4.6,15
Jan-14,7.2,6.9,7.2,6.5,8.2,6,7.2,6,6.9,7.5,4.6,5.6,8.4,6.4,4.4,4.8,7.5,5.6,6.1,6.1,6.2,8.1,4.7,8.1,6.6,5,3.5,8.9,4.8,6.8,7,6.4,2.7,6.6,4.9,7.2,6.5,8.9,6.1,3.5,6.9,5.7,3.8,4.1,5.3,6.2,6.7,6,4.5,14.9
Feb-14,7.1,6.9,7.1,6.3,8.1,5.8,7.1,6,6.8,7.4,4.5,5.2,8.1,6.3,4.4,4.7,7.3,5.6,6,6,6.1,8,4.6,8,6.6,4.9,3.5,8.8,4.7,6.7,6.8,6.3,2.7,6.4,4.7,7.1,6.4,8.7,6,3.4,6.8,5.6,3.7,4,5.3,6.1,6.7,5.9,4.4,14.6
Mar-14,7.1,6.9,7,6.2,8,5.6,6.9,5.9,6.7,7.4,4.4,4.9,7.9,6.2,4.4,4.7,7.2,5.7,5.9,5.9,6,7.9,4.6,7.9,6.5,4.8,3.4,8.6,4.6,6.7,6.7,6.3,2.6,6.2,4.6,7,6.3,8.5,6,3.4,6.8,5.5,3.7,4,5.3,6.1,6.7,5.7,4.4,14.2
Apr-14,7,6.9,6.9,6,7.8,5.4,6.8,5.8,6.7,7.4,4.4,4.6,7.6,6.1,4.3,4.6,7,5.8,5.8,5.9,5.9,7.7,4.5,7.9,6.4,4.7,3.4,8.5,4.5,6.7,6.5,6.3,2.6,6,4.5,6.9,6.2,8.3,6,3.4,6.7,5.4,3.6,4,5.3,6,6.6,5.6,4.4,13.8
May-14,6.9,6.9,6.9,6,7.7,5.2,6.7,5.8,6.6,7.3,4.4,4.5,7.4,6.1,4.3,4.6,6.7,6,5.7,5.8,5.9,7.5,4.4,7.8,6.3,4.7,3.3,8.3,4.4,6.7,6.4,6.2,2.6,5.9,4.4,6.8,6.1,8,6.1,3.4,6.7,5.3,3.6,4,5.2,6,6.5,5.5,4.4,13.6
Jun-14,6.8,6.9,6.8,5.9,7.6,5,6.6,5.7,6.5,7.3,4.3,4,7.2,6,4.3,4.5,6.5,6.2,5.6,5.8,5.8,7.4,4.3,7.7,6.2,4.7,3.3,8.2,4.3,6.6,6.3,6.2,2.6,5.8,4.3,6.7,6,7.8,6.2,3.3,6.7,5.2,3.6,4,5.2,5.9,6.5,5.4,4.4,13.6
Jul-14,6.7,6.8,6.7,5.8,7.5,4.8,6.6,5.6,6.4,7.2,4.2,4,7,5.9,4.2,4.5,6.3,6.4,5.5,5.7,5.7,7.2,4.2,7.6,6.1,4.6,3.2,8.1,4.3,6.6,6.2,6.1,2.6,5.7,4.2,6.6,5.8,7.6,6.3,3.3,6.6,5.2,3.6,4,5.1,5.9,6.4,5.3,4.4,13.8
Aug-14,6.6,6.8,6.7,5.7,7.4,4.6,6.5,5.5,6.3,7.1,4.1,4,6.8,5.8,4.2,4.4,6,6.6,5.4,5.6,5.6,7,4.1,7.5,6,4.6,3.2,7.9,4.2,6.6,6.1,6.1,2.6,5.6,4.2,6.5,5.7,7.4,6.5,3.3,6.6,5.1,3.6,4,5.1,5.9,6.4,5.1,4.4,14
Sep-14,6.5,6.7,6.7,5.7,7.3,4.5,6.4,5.4,6.2,7,4.1,4,6.6,5.8,4.2,4.4,5.9,6.7,5.3,5.6,5.6,6.8,4,7.4,5.9,4.6,3.1,7.8,4.1,6.5,6,6,2.6,5.5,4.1,6.4,5.6,7.3,6.5,3.3,6.5,5,3.6,4,5,5.8,6.4,5,4.4,14
Oct-14,6.4,6.5,6.6,5.6,7.2,4.4,6.3,5.3,6.1,6.8,4,4,6.5,5.7,4.1,4.3,5.7,6.8,5.2,5.5,5.5,6.6,4,7.2,5.8,4.5,3.1,7.7,4.1,6.4,5.9,5.9,2.6,5.4,4.1,6.3,5.6,7.1,6.6,3.3,6.4,4.9,3.6,4,4.9,5.8,6.4,5,4.3,13.7
Nov-14,6.3,6.4,6.5,5.6,7.1,4.3,6.2,5.2,6,6.7,3.9,3.9,6.3,5.6,4,4.3,5.5,6.8,5.2,5.5,5.4,6.4,3.9,7.1,5.7,4.5,3,7.6,4,6.4,5.8,5.8,2.6,5.3,4,6.2,5.5,6.9,6.5,3.2,6.3,4.8,3.6,3.9,4.9,5.7,6.3,4.9,4.1,13.2
Dec-14,6.2,6.3,6.4,5.5,6.9,4.2,6.1,5.1,6,6.6,3.9,3.9,6.2,5.5,3.9,4.3,5.4,6.8,5,5.4,5.2,6.2,3.9,6.9,5.7,4.4,3,7.5,3.9,6.4,5.8,5.7,2.6,5.2,4,6,5.5,6.7,6.5,3.2,6.2,4.6,3.6,3.9,4.8,5.7,6.4,4.8,4,12.6
Jan-15,6.1,6.2,6.4,5.5,6.8,4.1,6,5,5.9,6.5,3.8,3.8,6.1,5.4,3.9,4.3,5.3,6.8,4.9,5.4,5.2,6,3.8,6.8,5.6,4.3,2.9,7.4,3.8,6.5,5.7,5.7,2.6,5.2,4,5.8,5.5,6.6,6.4,3.2,6.1,4.6,3.6,3.8,4.8,5.6,6.4,4.7,3.9,12.2
Feb-15,6.1,6.3,6.3,5.4,6.7,4.1,5.9,4.9,5.8,6.4,3.8,3.9,6.1,5.2,3.8,4.4,5.3,6.7,4.8,5.3,5.1,5.9,3.8,6.7,5.6,4.3,2.9,7.3,3.8,6.6,5.6,5.7,2.6,5.2,4.1,5.8,5.5,6.5,6.4,3.2,6.1,4.5,3.5,3.7,4.7,5.5,6.5,4.7,3.9,12
Mar-15,6.1,6.3,6.2,5.4,6.6,4.1,5.8,4.9,5.8,6.3,3.7,3.9,6,5.1,3.8,4.4,5.3,6.6,4.7,5.3,5,5.8,3.8,6.7,5.6,4.3,3,7.2,3.7,6.7,5.6,5.8,2.7,5.2,4.2,5.7,5.5,6.4,6.3,3.2,6,4.5,3.5,3.7,4.7,5.5,6.7,4.6,4,12.1
Apr-15,6.1,6.3,6.2,5.3,6.5,4,5.8,4.9,5.7,6.3,3.6,3.9,6,4.9,3.8,4.4,5.3,6.5,4.6,5.2,5,5.7,3.8,6.6,5.5,4.2,3,7.1,3.6,6.7,5.5,5.8,2.8,5.1,4.3,5.7,5.5,6.3,6.2,3.1,5.9,4.5,3.5,3.6,4.6,5.4,6.8,4.6,4.1,12.1
May-15,6.1,6.3,6.1,5.2,6.4,3.9,5.7,4.9,5.7,6.2,3.5,3.9,6,4.8,3.7,4.3,5.2,6.4,4.5,5.1,4.9,5.6,3.8,6.5,5.3,4.3,3,7,3.5,6.7,5.4,5.8,2.8,5,4.4,5.6,5.5,6.2,6.1,3.1,5.8,4.4,3.5,3.6,4.5,5.4,6.8,4.5,4.2,12.1
Jun-15,6.2,6.3,6.1,5.1,6.3,3.8,5.6,4.8,5.6,6.1,3.4,3.9,6,4.7,3.7,4.2,5.2,6.3,4.4,5,4.8,5.5,3.8,6.4,5.2,4.3,3,6.9,3.4,6.7,5.3,5.8,2.8,4.9,4.4,5.5,5.4,6,6,3.1,5.7,4.4,3.5,3.5,4.4,5.4,6.8,4.4,4.2,12.1
Jul-15,6.2,6.2,6.1,4.9,6.2,3.7,5.6,4.8,5.5,6,3.3,3.9,5.9,4.6,3.6,4.1,5.2,6.1,4.3,4.9,4.7,5.4,3.8,6.3,5,4.3,3,6.8,3.3,6.6,5.2,5.7,2.8,4.8,4.4,5.5,5.4,5.9,5.8,3.1,5.5,4.4,3.5,3.5,4.3,5.4,6.7,4.4,4.2,12.1
Aug-15,6.2,6.2,6,4.8,6,3.6,5.5,4.7,5.4,5.9,3.3,3.9,5.9,4.6,3.6,4,5.2,6.1,4.2,4.9,4.7,5.2,3.8,6.3,4.9,4.3,3,6.7,3.3,6.6,5,5.7,2.8,4.8,4.3,5.4,5.3,5.8,5.7,3,5.4,4.5,3.5,3.5,4.2,5.4,6.6,4.3,4.2,12.1
Sep-15,6.1,6.2,6,4.6,5.9,3.5,5.4,4.7,5.3,5.9,3.2,3.9,5.9,4.5,3.6,4,5.2,6,4.1,4.8,4.6,5.1,3.8,6.3,4.8,4.3,3,6.6,3.2,6.6,4.9,5.6,2.8,4.7,4.3,5.3,5.3,5.7,5.6,3,5.3,4.5,3.5,3.4,4.1,5.4,6.5,4.3,4.3,12
Oct-15,6.1,6.3,5.9,4.5,5.8,3.4,5.4,4.7,5.3,5.8,3.2,3.8,5.9,4.5,3.6,3.9,5.2,6,4.1,4.7,4.6,5,3.7,6.4,4.7,4.3,3,6.5,3.1,6.5,4.9,5.5,2.8,4.8,4.3,5.2,5.3,5.7,5.5,2.9,5.1,4.5,3.5,3.4,4.1,5.4,6.4,4.2,4.3,12
Nov-15,6.1,6.3,5.8,4.4,5.8,3.4,5.4,4.6,5.2,5.8,3.1,3.8,6,4.5,3.6,3.9,5.2,6,4,4.7,4.5,5,3.8,6.4,4.6,4.3,3,6.4,3,6.5,4.9,5.4,2.9,4.8,4.4,5.1,5.2,5.6,5.4,2.9,5,4.5,3.5,3.4,4,5.4,6.4,4.2,4.5,12
Dec-15,6.1,6.4,5.8,4.3,5.7,3.3,5.3,4.6,5.1,5.7,3.1,3.8,6.1,4.6,3.6,3.9,5.2,6,4,4.6,4.4,4.9,3.8,6.4,4.5,4.3,3,6.3,3,6.5,4.8,5.4,3,4.9,4.4,5,5.3,5.6,5.4,2.8,4.9,4.5,3.5,3.3,4,5.4,6.4,4.2,4.7,11.9
Jan-16,6.1,6.4,5.7,4.2,5.7,3.3,5.2,4.5,5.1,5.7,3,3.8,6.2,4.6,3.6,3.9,5.2,6,4,4.5,4.4,4.9,3.8,6.3,4.5,4.4,3,6.2,2.9,6.5,4.8,5.3,3.1,5,4.5,4.9,5.3,5.6,5.3,2.8,4.8,4.5,3.5,3.2,4,5.4,6.4,4.1,5,11.7
Feb-16,6,6.5,5.6,4.1,5.6,3.3,5.2,4.5,5,5.7,3,3.8,6.2,4.6,3.6,3.9,5.1,6.1,3.9,4.4,4.3,4.9,3.8,6.2,4.4,4.4,3,6.2,2.9,6.5,4.8,5.2,3.2,5,4.5,4.9,5.3,5.5,5.3,2.8,4.7,4.4,3.5,3.2,3.9,5.4,6.3,4.1,5.3,11.6
Mar-16,6,6.5,5.6,4,5.6,3.3,5.1,4.4,5,5.6,3,3.7,6.2,4.6,3.6,3.9,5.1,6.1,3.9,4.3,4.2,5,3.8,6.1,4.4,4.4,3,6.1,2.8,6.6,4.8,5.2,3.2,5,4.6,4.9,5.3,5.4,5.2,2.8,4.7,4.5,3.5,3.2,3.9,5.4,6.3,4,5.5,11.5
Apr-16,5.9,6.5,5.6,4,5.5,3.3,5,4.4,4.9,5.5,3,3.7,6.1,4.6,3.6,4,5,6.1,3.9,4.3,4.1,5,3.8,6,4.5,4.4,3,6,2.8,6.6,4.8,5.1,3.2,5,4.7,4.9,5.4,5.4,5.1,2.9,4.6,4.5,3.4,3.1,3.9,5.3,6.2,4,5.7,11.5
May-16,5.9,6.6,5.5,4,5.5,3.3,4.9,4.4,4.9,5.4,3,3.7,6,4.5,3.6,4,4.9,6.1,3.8,4.3,4.1,5,3.8,6,4.6,4.4,3,5.9,2.9,6.7,4.8,5.1,3.2,5,4.7,4.9,5.4,5.4,5.1,2.9,4.7,4.6,3.4,3.1,3.9,5.3,6.2,4,5.7,11.6
Jun-16,5.9,6.6,5.5,4,5.5,3.2,4.9,4.5,4.9,5.4,2.9,3.7,5.9,4.4,3.7,4,4.9,6.1,3.8,4.3,4,5,3.8,5.9,4.7,4.3,3.1,5.8,2.9,6.8,4.9,5,3.2,5,4.8,4.9,5.4,5.3,5,3,4.7,4.7,3.4,3.1,4,5.3,6.2,3.9,5.6,11.6
Jul-16,5.9,6.6,5.5,4,5.5,3.2,4.8,4.5,4.9,5.4,2.9,3.7,5.8,4.4,3.6,4.1,4.9,6.1,3.8,4.2,3.9,5,3.9,5.9,4.7,4.3,3.1,5.7,2.9,6.9,4.9,5,3.1,5,4.8,4.9,5.4,5.3,4.9,3.1,4.8,4.7,3.3,3.1,4,5.3,6.1,3.9,5.4,11.7
Aug-16,5.9,6.7,5.4,4,5.5,3.1,4.7,4.5,4.9,5.4,2.9,3.7,5.8,4.3,3.6,4.1,5,6.1,3.7,4.2,3.9,5,3.9,5.9,4.7,4.3,3.1,5.7,2.9,6.9,5,5.1,3.1,5,4.8,4.8,5.4,5.2,4.8,3.1,4.8,4.7,3.3,3.1,4.1,5.2,6.1,3.9,5.3,11.8
Sep-16,5.9,6.7,5.4,3.9,5.5,3,4.7,4.6,4.9,5.4,2.8,3.6,5.7,4.2,3.6,4.1,5,6.1,3.7,4.3,3.9,5.1,4,5.9,4.7,4.3,3.1,5.6,2.9,6.9,5,5.1,3,5.1,4.7,4.7,5.4,5.1,4.7,3.2,4.9,4.8,3.3,3.1,4.1,5.1,6,3.9,5.2,12
Oct-16,5.9,6.7,5.4,3.9,5.5,3,4.7,4.6,4.9,5.4,2.8,3.6,5.7,4.1,3.5,4.1,5.1,6.1,3.7,4.3,3.9,5.1,4,5.9,4.6,4.3,3.2,5.6,2.9,6.9,5,5.1,3,5.2,4.7,4.5,5.3,5,4.6,3.2,4.9,4.8,3.2,3.1,4.1,5.1,5.9,3.8,5.2,12.1
Nov-16,5.8,6.7,5.3,3.9,5.4,2.9,4.6,4.7,4.8,5.4,2.7,3.6,5.6,4.1,3.5,4.1,5.1,6,3.6,4.2,3.9,5.1,4,5.8,4.5,4.2,3.1,5.5,2.9,6.9,4.9,5,3,5.3,4.6,4.4,5.3,4.9,4.5,3.2,4.8,4.8,3.2,3.1,4.1,5,5.8,3.7,5.1,12
Dec-16,5.7,6.7,5.3,3.8,5.4,2.7,4.6,4.7,4.8,5.3,2.7,3.5,5.4,4,3.4,4,5.1,5.9,3.5,4.2,3.9,5,3.9,5.7,4.3,4.2,3.1,5.4,2.9,6.8,4.8,5,2.9,5.3,4.5,4.3,5.2,4.8,4.5,3.2,4.7,4.8,3.2,3.1,4,4.9,5.6,3.6,5,11.9
Jan-17,5.5,6.6,5.2,3.8,5.2,2.6,4.6,4.7,4.7,5.2,2.6,3.5,5.3,3.8,3.3,3.9,5.1,5.8,3.5,4.1,3.8,4.8,3.8,5.6,4.2,4.2,3.1,5.4,2.9,6.7,4.7,4.9,2.9,5.3,4.4,4.1,5.2,4.6,4.4,3.1,4.6,4.8,3.2,3.1,4,4.8,5.4,3.5,4.8,11.8
Feb-17,5.2,6.6,5.2,3.7,5.1,2.5,4.5,4.6,4.6,5.1,2.6,3.4,5.1,3.7,3.2,3.8,5,5.7,3.4,4,3.8,4.7,3.7,5.5,4.1,4.1,3,5.3,2.9,6.6,4.6,4.7,2.8,5.2,4.3,4,5.1,4.5,4.3,3.1,4.4,4.7,3.2,3.1,4,4.7,5.2,3.4,4.6,11.5
Mar-17,5,6.5,5.1,3.7,5,2.4,4.5,4.6,4.5,5,2.5,3.3,5,3.5,3.2,3.7,5,5.5,3.4,4,3.8,4.5,3.6,5.4,3.9,4.1,3,5.2,2.8,6.5,4.6,4.6,2.7,5.1,4.2,3.9,5.1,4.5,4.2,3.1,4.2,4.6,3.2,3.1,3.9,4.6,5.1,3.3,4.4,11.2
Apr-17,4.8,6.5,5,3.7,5,2.4,4.5,4.6,4.4,4.9,2.5,3.2,4.9,3.4,3.1,3.6,5,5.4,3.4,3.9,3.8,4.3,3.5,5.4,3.8,4.1,2.9,5.1,2.8,6.4,4.6,4.5,2.6,5.1,4.1,3.9,5,4.4,4.2,3,3.9,4.5,3.2,3.1,3.8,4.6,5,3.3,4.2,10.9
May-17,4.6,6.5,5,3.7,4.9,2.4,4.4,4.5,4.3,4.8,2.4,3.2,4.9,3.4,3.1,3.6,4.9,5.2,3.4,3.9,3.8,4.3,3.5,5.3,3.7,4.1,2.9,5,2.8,6.2,4.6,4.5,2.5,5,4,4,5,4.4,4.1,3,3.7,4.4,3.2,3,3.7,4.6,5,3.2,4.1,10.6
Jun-17,4.4,6.5,4.9,3.7,4.9,2.5,4.4,4.5,4.3,4.8,2.3,3.1,4.9,3.4,3.1,3.6,4.9,5.1,3.4,3.9,3.8,4.4,3.5,5.3,3.7,4.1,2.9,4.9,2.7,6.1,4.6,4.5,2.5,5,4,4,4.9,4.4,4.1,3,3.6,4.3,3.2,3,3.7,4.6,5.1,3.3,4.1,10.4
Jul-17,4.3,6.5,4.9,3.7,4.8,2.6,4.4,4.5,4.2,4.7,2.1,3.1,5,3.5,3.1,3.6,4.8,4.9,3.4,4,3.8,4.5,3.4,5.2,3.6,4.1,2.9,4.8,2.8,6,4.7,4.5,2.5,5,4,4.1,4.9,4.5,4.2,3.1,3.5,4.2,3.2,2.9,3.6,4.6,5.1,3.3,4.2,10.4
Aug-17,4.2,6.5,4.8,3.7,4.8,2.7,4.4,4.4,4.2,4.6,2,3.2,5,3.5,3,3.6,4.8,4.8,3.4,4,3.8,4.6,3.4,5.2,3.6,4.1,3,4.8,2.8,5.8,4.7,4.5,2.5,4.9,4,4.1,4.9,4.5,4.2,3.1,3.4,4.2,3.2,2.9,3.5,4.6,5.2,3.3,4.3,10.5
Sep-17,4.1,6.5,4.9,3.8,4.7,2.8,4.4,4.4,4.2,4.6,1.9,3.2,4.9,3.5,3,3.6,4.6,4.8,3.4,4,3.8,4.7,3.4,5.1,3.6,4.1,3,4.8,2.8,5.7,4.7,4.5,2.5,4.9,3.9,4.2,4.9,4.6,4.2,3.1,3.4,4.1,3.1,2.9,3.5,4.7,5.3,3.2,4.3,10.7
Oct-17,4,6.5,4.9,3.8,4.6,2.8,4.3,4.3,4.1,4.5,1.9,3.2,4.9,3.5,2.9,3.5,4.5,4.7,3.3,4.1,3.8,4.8,3.4,5,3.6,4.1,3,4.8,2.8,5.6,4.7,4.4,2.6,4.8,3.9,4.2,4.9,4.6,4.2,3,3.4,4.1,3.1,3,3.5,4.7,5.3,3.2,4.3,11.3
Nov-17,4,6.5,4.9,3.8,4.5,2.8,4.3,4.3,4.1,4.5,1.9,3.1,4.8,3.4,2.9,3.5,4.4,4.7,3.2,4.1,3.8,4.7,3.3,4.9,3.6,4,3,4.8,2.8,5.5,4.6,4.4,2.6,4.7,3.8,4.1,4.9,4.6,4.2,3,3.4,4.1,3.1,3,3.4,4.6,5.4,3.1,4.3,10.9
Dec-17,4,6.4,4.9,3.8,4.5,2.8,4.3,4.2,4,4.4,1.9,3.1,4.7,3.3,2.8,3.4,4.3,4.7,3.1,4,3.7,4.6,3.3,4.9,3.5,4,3,4.9,2.8,5.4,4.5,4.3,2.6,4.6,3.8,4.1,4.9,4.5,4.1,3,3.5,4.1,3.1,3,3.4,4.6,5.4,3,4.3,10.7
Jan-18,4,6.4,4.9,3.8,4.4,2.9,4.2,4.1,3.9,4.3,2.1,3,4.6,3.3,2.8,3.5,4.2,4.7,3.1,4.1,3.7,4.5,3.1,4.9,3.6,4,2.9,4.7,2.7,5.2,4.5,4.2,2.6,4.6,3.7,4.1,4.8,4.5,3.9,3,3.5,4.1,3,2.8,3.4,4.6,5.4,2.9,4.2,10.4
Feb-18,4,6.3,4.8,3.8,4.3,2.9,4.1,4,3.9,4.2,2.1,2.9,4.5,3.3,2.7,3.4,4.2,4.7,3,4,3.7,4.4,3.1,4.9,3.5,3.9,2.9,4.6,2.7,5.1,4.4,4.1,2.6,4.6,3.6,4,4.7,4.4,3.7,2.9,3.5,4,3,2.7,3.3,4.6,5.4,2.9,4.2,10.2
Mar-18,4,6.2,4.8,3.7,4.3,2.9,4.1,3.9,3.8,4.1,2.2,2.9,4.4,3.3,2.6,3.4,4.2,4.8,3,4,3.6,4.3,3,4.9,3.4,3.8,2.9,4.6,2.7,4.9,4.3,4,2.6,4.6,3.5,4,4.6,4.2,3.5,2.9,3.5,4,3,2.7,3.2,4.5,5.3,2.9,4.1,9.9
Apr-18,4,6.1,4.7,3.7,4.2,3,4,3.8,3.8,4.1,2.2,2.8,4.3,3.4,2.6,3.4,4.2,4.9,3,3.9,3.6,4.1,3,4.9,3.3,3.8,2.9,4.5,2.7,4.8,4.2,4,2.5,4.5,3.4,3.9,4.5,4.1,3.3,2.8,3.5,4,2.9,2.6,3.1,4.4,5.3,3,4,9.7
May-18,4,6,4.7,3.6,4.2,3,3.9,3.8,3.7,4,2.3,2.8,4.3,3.4,2.5,3.3,4.2,4.9,3.1,3.8,3.5,4,2.9,4.9,3.2,3.7,2.8,4.4,2.7,4.7,4.1,3.9,2.4,4.5,3.3,3.9,4.4,4,3.2,2.8,3.5,3.9,2.9,2.5,2.9,4.3,5.2,3,4,9.5
Jun-18,4,5.9,4.7,3.6,4.2,3.1,3.9,3.7,3.6,3.9,2.4,2.8,4.2,3.4,2.5,3.3,4.2,4.9,3.2,3.8,3.5,4,2.9,4.8,3.1,3.7,2.9,4.3,2.6,4.7,4,3.9,2.3,4.5,3.2,3.8,4.3,3.9,3.2,2.8,3.5,3.9,2.9,2.4,2.8,4.3,5.1,3,4,9.2
